items.name,items.quantity,items.price,storeLocation,customer.gender,purchaseMethod,saleDate
,,,London,M,In store,2017-02-11T15:43:53.333Z
,,,Denver,M,Online,2016-05-28T01:57:31.388Z
,,,Seattle,F,Online,2017-10-04T00:37:32.040Z
,,,Austin,M,Phone,2014-08-05T09:52:10.686Z
,,,Denver,F,In store,2014-04-16T22:07:15.401Z
,,,Seattle,F,In store,2016-04-14T08:18:32.294Z
,,,Denver,F,Online,2015-11-09T00:21:27.271Z
,,,Denver,F,Online,2015-01-01T05:18:17.988Z
,,,Denver,F,In store,2016-05-31T08:23:09.789Z
,,,Austin,M,In store,2013-03-30T21:19:40.965Z
,,,Seattle,M,Online,2016-01-17T01:17:33.966Z
,,,Denver,F,In store,2015-10-09T10:19:59.735Z
,,,Seattle,M,Online,2013-01-09T07:57:59.643Z
,,,Seattle,F,In store,2016-06-02T05:23:53.131Z
,,,Seattle,M,In store,2017-05-02T09:59:01.296Z
,,,San Diego,F,In store,2013-05-24T09:41:26.309Z
,,,Denver,F,Online,2017-07-24T06:10:51.653Z
,,,Denver,M,In store,2016-05-28T18:22:43.767Z
,,,Seattle,M,Online,2015-01-21T18:27:27.035Z
,,,Denver,F,In store,2016-07-24T02:26:52.778Z
,,,Seattle,M,In store,2015-05-06T08:53:25.941Z
,,,San Diego,F,Online,2014-04-11T01:35:13.714Z
,,,London,M,In store,2013-01-19T20:26:50.972Z
,,,Seattle,F,In store,2014-02-23T15:12:38.778Z
,,,New York,F,In store,2013-02-22T09:20:00.013Z
,,,Denver,M,Phone,2014-08-24T22:25:53.264Z
,,,Seattle,F,Online,2013-08-01T10:39:26.985Z
,,,London,M,In store,2017-12-12T08:30:56.030Z
,,,Austin,M,In store,2015-12-12T11:44:45.657Z
,,,Denver,F,In store,2015-02-26T23:48:09.775Z
,,,Seattle,F,Phone,2016-07-03T04:52:54.997Z
,,,Seattle,F,In store,2017-10-28T11:02:40.590Z
,,,Denver,F,Online,2017-11-08T06:06:44.481Z
,,,New York,F,In store,2016-04-24T07:28:04.770Z
,,,Seattle,F,Online,2015-05-10T22:57:48.383Z
,,,Seattle,M,In store,2014-08-08T22:46:43.301Z
,,,Denver,F,In store,2017-10-13T07:21:01.886Z
,,,Austin,F,In store,2015-09-19T15:18:29.135Z
,,,Seattle,F,In store,2017-12-13T18:10:48.216Z
,,,San Diego,F,Online,2014-04-01T04:36:15.180Z
,,,Austin,F,In store,2016-12-03T04:00:16.905Z
,,,Seattle,F,Phone,2015-07-10T21:03:21.093Z
,,,Denver,M,In store,2017-09-28T09:17:20.488Z
,,,London,M,In store,2016-04-18T10:59:59.679Z
,,,London,F,Phone,2015-06-12T04:12:19.629Z
,,,Denver,F,Online,2015-10-07T06:44:50.738Z
,,,Seattle,F,Phone,2016-08-04T20:45:23.308Z
,,,London,F,Phone,2017-11-23T00:37:24.609Z
,,,Seattle,M,Online,2017-04-14T10:35:26.765Z
,,,Denver,F,Online,2014-03-08T22:50:54.025Z
,,,New York,M,Online,2015-10-11T10:23:04.508Z
,,,Denver,M,In store,2013-12-05T04:51:36.659Z
,,,Seattle,M,Online,2016-10-06T08:04:50.487Z
,,,Seattle,M,In store,2016-05-09T01:47:15.937Z
,,,Denver,M,Online,2017-12-16T06:08:04.029Z
,,,Austin,M,Online,2015-12-15T22:49:47.463Z
,,,Denver,M,In store,2014-09-13T08:00:20.537Z
,,,Denver,M,Phone,2016-12-11T17:31:15.106Z
,,,San Diego,M,In store,2016-10-29T12:06:57.345Z
,,,Denver,M,In store,2013-06-06T03:33:07.135Z
,,,Denver,M,In store,2014-12-23T01:39:57.810Z
,,,New York,M,In store,2016-05-10T14:35:58.922Z
,,,Denver,M,Online,2015-07-24T18:53:08.027Z
,,,Austin,F,Online,2013-05-23T03:06:59.696Z
,,,New York,M,In store,2017-02-02T15:13:49.168Z
,,,London,M,In store,2016-10-10T15:10:43.783Z
,,,London,F,Online,2015-12-21T09:44:42.302Z
,,,Seattle,F,In store,2016-01-04T15:20:20.182Z
,,,Denver,M,Online,2013-12-07T18:44:04.640Z
,,,Denver,M,Online,2015-08-03T19:44:26.826Z
,,,Austin,M,In store,2015-05-04T20:51:29.419Z
,,,Austin,F,In store,2013-11-14T04:12:40.304Z
,,,London,F,In store,2013-07-16T16:57:39.127Z
,,,Denver,M,In store,2017-01-19T23:53:45.964Z
,,,Denver,M,In store,2015-03-25T05:08:00.686Z
,,,Seattle,F,In store,2014-01-29T08:26:58.218Z
,,,Denver,M,In store,2014-12-01T12:05:03.666Z
,,,Denver,F,Online,2017-03-19T11:08:52.289Z
,,,Austin,F,In store,2013-11-28T11:50:42.072Z
,,,Seattle,M,In store,2017-04-09T19:45:32.024Z
,,,Seattle,M,Online,2017-01-29T18:15:07.037Z
,,,Denver,M,In store,2015-12-24T10:07:59.814Z
,,,Seattle,M,In store,2017-07-30T00:26:02.042Z
,,,Denver,M,In store,2015-02-09T16:45:21.604Z
,,,Austin,M,In store,2014-02-13T04:26:34.491Z
,,,London,F,In store,2016-03-02T17:51:02.798Z
,,,Seattle,F,In store,2017-04-10T04:43:19.337Z
,,,Seattle,F,In store,2016-06-08T04:59:29.495Z
,,,Seattle,F,Online,2014-07-27T21:22:51.006Z
,,,London,M,Online,2014-12-06T14:47:07.273Z
,,,Seattle,M,Online,2014-08-24T16:04:54.814Z
,,,Austin,F,In store,2014-07-10T09:02:56.173Z
,,,Seattle,M,In store,2017-07-18T22:14:48.905Z
,,,Denver,M,Online,2016-01-05T15:45:07.939Z
,,,Denver,M,In store,2015-05-12T05:41:24.152Z
,,,New York,F,Online,2014-05-11T12:48:33.674Z
,,,Denver,M,In store,2013-12-19T01:36:23.262Z
,,,Seattle,M,In store,2017-06-14T12:43:35.199Z
,,,Seattle,M,Phone,2014-11-30T23:55:40.550Z
,,,Austin,F,In store,2016-08-29T10:52:08.930Z
,,,Austin,M,Phone,2016-06-26T00:09:55.322Z
,,,Seattle,F,Phone,2016-10-12T11:49:39.509Z
,,,San Diego,F,In store,2014-10-07T05:32:47.231Z
,,,Denver,M,Phone,2016-11-30T11:53:25.696Z
,,,Seattle,M,Phone,2014-12-02T00:00:57.007Z
,,,San Diego,F,In store,2014-11-09T10:42:00.521Z
,,,Denver,F,In store,2017-08-10T14:35:43.496Z
,,,Seattle,M,Online,2015-07-05T04:04:40.181Z
,,,San Diego,M,In store,2014-08-01T04:54:56.835Z
,,,Denver,F,In store,2015-06-12T22:24:14.361Z
,,,Seattle,F,In store,2017-05-10T14:53:38.605Z
,,,London,F,In store,2014-11-13T12:06:54.867Z
,,,Seattle,M,In store,2016-10-07T10:09:08.399Z
,,,London,M,In store,2014-08-06T04:12:15.177Z
,,,Austin,M,Online,2016-12-16T13:56:17.484Z
,,,New York,F,In store,2017-03-04T08:09:15.149Z
,,,London,M,In store,2013-04-16T05:46:04.636Z
,,,London,F,Online,2013-04-20T20:42:10.893Z
,,,Denver,F,In store,2017-10-07T11:54:47.842Z
,,,London,M,In store,2015-04-12T18:31:31.001Z
,,,Austin,F,In store,2016-12-24T05:06:30.811Z
,,,Austin,M,In store,2016-08-05T22:29:58.569Z
,,,Austin,F,In store,2017-02-27T22:15:47.924Z
,,,Austin,F,In store,2014-07-19T13:04:40.868Z
,,,Austin,M,Online,2013-08-08T19:44:03.820Z
,,,London,F,In store,2017-04-08T12:29:29.010Z
,,,Denver,M,In store,2017-11-16T00:35:50.843Z
,,,San Diego,M,In store,2014-03-26T00:21:43.769Z
,,,Denver,M,In store,2017-01-03T15:03:00.803Z
,,,Denver,F,In store,2014-06-18T20:25:57.177Z
,,,San Diego,F,In store,2014-01-28T10:26:23.692Z
,,,London,M,Online,2015-04-19T21:20:19.301Z
,,,Austin,F,In store,2015-04-04T03:10:23.238Z
,,,London,F,In store,2016-08-28T22:30:25.867Z
,,,Austin,F,Online,2015-06-02T20:11:35.273Z
,,,Seattle,M,In store,2013-08-22T01:41:13.334Z
,,,Seattle,F,Online,2015-12-23T18:44:02.997Z
,,,Austin,M,In store,2016-10-16T17:47:24.843Z
,,,Denver,M,In store,2013-01-04T16:36:12.479Z
,,,London,M,In store,2017-09-15T20:13:03.018Z
,,,Seattle,M,In store,2013-08-29T22:01:54.478Z
,,,Austin,F,In store,2014-06-19T06:07:33.901Z
,,,Austin,M,Online,2016-12-14T12:10:29.563Z
,,,New York,M,Online,2017-02-12T09:14:49.866Z
,,,New York,F,Online,2014-11-22T09:05:08.217Z
,,,Austin,M,Online,2013-05-05T21:18:31.922Z
,,,New York,F,Online,2017-05-18T19:18:22.984Z
,,,Austin,F,Online,2015-01-05T18:54:11.177Z
,,,Denver,F,In store,2015-07-13T23:55:47.940Z
,,,Seattle,F,In store,2016-08-06T13:25:49.384Z
,,,Denver,F,In store,2016-06-01T07:17:31.774Z
,,,Denver,F,In store,2015-12-04T23:43:24.635Z
,,,Denver,M,Phone,2017-01-26T10:49:07.879Z
,,,Denver,F,Online,2013-01-18T10:16:29.600Z
,,,San Diego,M,In store,2016-01-09T11:10:00.797Z
,,,Denver,M,In store,2017-06-10T09:51:23.777Z
,,,Denver,F,In store,2013-05-22T15:32:17.679Z
,,,Seattle,F,Online,2013-04-14T09:18:46.173Z
,,,Denver,F,Phone,2015-03-24T08:32:20.860Z
,,,Austin,M,In store,2013-12-15T21:43:07.888Z
,,,London,F,In store,2014-12-11T10:05:18.093Z
,,,San Diego,M,In store,2015-07-16T17:30:27.411Z
,,,New York,F,In store,2016-11-07T02:23:14.364Z
,,,London,M,Phone,2015-07-27T11:18:53.583Z
,,,Seattle,M,Online,2017-09-11T04:16:39.309Z
,,,Seattle,M,In store,2015-04-05T04:41:47.199Z
,,,San Diego,F,In store,2017-02-20T06:05:51.454Z
,,,Denver,M,Online,2016-01-24T11:02:34.177Z
,,,Denver,F,Online,2015-01-22T03:11:29.622Z
,,,Denver,M,Online,2016-03-21T21:01:29.389Z
,,,Denver,M,In store,2016-08-20T17:36:24.042Z
,,,Seattle,M,In store,2015-09-08T12:49:35.668Z
,,,Denver,F,In store,2014-01-29T11:21:24.069Z
,,,London,M,In store,2014-11-17T04:15:29.520Z
,,,London,F,In store,2015-08-12T12:55:18.549Z
,,,Austin,M,Phone,2017-11-14T01:20:57.827Z
,,,Austin,M,In store,2013-07-12T16:04:04.401Z
,,,Seattle,F,In store,2017-10-27T04:04:17.575Z
,,,Denver,F,Online,2015-05-14T09:30:19.197Z
,,,Denver,F,In store,2015-09-12T00:32:41.045Z
,,,Denver,M,Online,2017-04-25T08:28:29.916Z
,,,Seattle,F,Phone,2013-09-07T00:48:14.271Z
,,,London,F,In store,2016-06-13T14:03:24.778Z
,,,Denver,F,Online,2013-03-20T03:30:29.575Z
,,,New York,M,In store,2013-08-12T10:58:06.788Z
,,,Seattle,F,Phone,2017-10-24T18:46:39.964Z
,,,London,M,In store,2014-07-31T01:46:17.714Z
,,,London,M,In store,2014-08-21T00:33:10.892Z
,,,New York,M,Online,2017-05-15T01:57:59.935Z
,,,San Diego,F,In store,2015-02-12T17:39:31.810Z
,,,Denver,M,In store,2014-12-22T07:09:20.338Z
,,,London,M,In store,2013-09-20T05:31:08.347Z
,,,Seattle,M,In store,2014-03-23T08:22:22.611Z
,,,Austin,F,Online,2017-09-08T00:57:54.162Z
,,,Denver,M,In store,2015-01-28T06:45:33.983Z
,,,Seattle,F,In store,2016-01-10T14:22:59.142Z
,,,Seattle,M,In store,2013-05-22T05:34:04.576Z
,,,Austin,M,In store,2013-11-27T06:01:59.551Z
,,,Denver,F,Online,2016-10-26T01:48:00.604Z
,,,Austin,F,In store,2014-05-17T18:49:26.132Z
,,,Seattle,M,In store,2016-04-28T10:39:38.603Z
,,,Denver,F,Online,2017-03-04T09:34:19.252Z
,,,New York,M,In store,2016-05-22T12:13:33.506Z
,,,Denver,F,In store,2013-11-26T07:40:34.014Z
,,,San Diego,M,In store,2013-04-04T13:13:15.335Z
,,,Seattle,M,Online,2016-05-03T10:27:02.695Z
,,,Denver,M,In store,2013-11-16T22:36:46.614Z
,,,Denver,F,Online,2015-04-09T16:33:41.496Z
,,,Denver,F,Online,2017-07-21T15:04:08.088Z
,,,London,M,In store,2013-06-06T06:56:05.876Z
,,,Denver,M,Online,2016-11-24T16:47:33.240Z
,,,Austin,M,Online,2015-01-10T13:57:43.053Z
,,,Denver,M,In store,2016-01-02T15:07:48.657Z
,,,Seattle,F,In store,2015-06-06T18:59:54.641Z
,,,San Diego,F,In store,2017-10-28T00:54:08.024Z
,,,Denver,F,In store,2013-07-24T07:27:58.611Z
,,,Denver,F,In store,2014-05-29T16:53:40.946Z
,,,Seattle,F,Online,2016-09-12T18:39:50.123Z
,,,London,F,In store,2016-01-13T22:22:10.691Z
,,,Seattle,F,Online,2017-06-27T10:33:22.754Z
,,,Seattle,F,In store,2013-06-23T19:45:54.007Z
,,,San Diego,M,Online,2013-04-20T01:17:21.315Z
,,,London,M,Online,2017-07-29T12:35:27.432Z
,,,London,M,In store,2013-04-28T17:27:02.141Z
,,,Denver,F,Online,2017-09-17T03:05:43.682Z
,,,San Diego,M,Online,2014-06-04T11:55:44.226Z
,,,London,M,Online,2013-05-11T01:41:13.896Z
,,,Seattle,F,Online,2014-11-30T22:53:44.471Z
,,,London,M,In store,2015-06-02T00:25:16.702Z
,,,Seattle,M,Online,2014-09-28T03:22:01.650Z
,,,Denver,F,In store,2014-05-03T04:30:09.358Z
,,,Seattle,F,Phone,2016-04-14T06:55:05.496Z
,,,Denver,M,In store,2017-10-25T04:56:08.951Z
,,,Denver,F,In store,2015-05-07T18:25:34.632Z
,,,San Diego,F,In store,2016-02-28T12:21:32.395Z
,,,Seattle,M,In store,2017-12-22T20:30:35.239Z
,,,Seattle,F,In store,2014-07-26T01:52:51.289Z
,,,Seattle,F,In store,2013-09-17T02:04:54.177Z
,,,Austin,M,Online,2016-01-19T08:44:35.236Z
,,,Seattle,F,Phone,2017-11-23T23:27:46.508Z
,,,Denver,F,In store,2014-01-22T16:45:44.596Z
,,,Seattle,F,In store,2014-07-02T00:10:36.452Z
,,,San Diego,F,Online,2017-05-18T13:00:36.830Z
,,,Austin,F,In store,2014-12-26T06:49:44.827Z
,,,Denver,M,Phone,2013-09-26T12:49:44.995Z
,,,Denver,F,In store,2017-11-03T06:45:58.158Z
,,,Denver,F,In store,2013-02-01T21:19:03.374Z
,,,Seattle,M,Online,2015-08-12T18:05:43.905Z
,,,Austin,M,Online,2016-05-29T05:50:11.381Z
,,,San Diego,M,Online,2014-03-29T00:32:01.884Z
,,,Seattle,M,In store,2017-03-09T09:39:23.124Z
,,,Seattle,M,In store,2017-06-24T21:21:11.758Z
,,,Denver,F,In store,2014-03-20T23:32:03.138Z
,,,Denver,F,In store,2015-02-02T00:34:51.413Z
,,,Seattle,M,In store,2013-01-02T23:48:01.806Z
,,,Austin,F,In store,2014-10-10T10:35:15.144Z
,,,New York,M,In store,2015-08-31T19:24:25.758Z
,,,Austin,F,In store,2017-09-10T13:17:12.909Z
,,,Denver,F,In store,2014-03-11T06:44:38.721Z
,,,Denver,F,In store,2017-07-06T00:13:39.661Z
,,,London,F,In store,2016-08-28T14:33:05.446Z
,,,Denver,M,Online,2016-04-30T19:06:46.158Z
,,,London,F,Online,2013-12-30T12:29:12.680Z
,,,Denver,F,In store,2014-09-12T21:09:37.996Z
,,,Seattle,M,Online,2013-07-25T20:58:51.314Z
,,,Denver,F,Online,2017-10-03T13:31:10.901Z
,,,New York,F,In store,2017-12-05T09:25:35.589Z
,,,Denver,M,Online,2014-03-07T13:46:50.049Z
,,,Seattle,F,Online,2013-05-15T02:57:29.537Z
,,,San Diego,M,In store,2017-01-03T19:51:17.238Z
,,,Seattle,F,In store,2016-06-12T09:52:21.256Z
,,,Denver,F,Online,2016-09-02T18:12:47.525Z
,,,New York,M,Online,2014-04-12T06:41:01.336Z
,,,Denver,M,In store,2016-03-19T21:05:27.191Z
,,,San Diego,F,In store,2013-05-30T16:43:47.112Z
,,,Denver,M,In store,2016-04-25T19:52:36.073Z
,,,Austin,M,Online,2014-08-15T08:39:08.969Z
,,,Seattle,F,Online,2017-10-17T10:09:00.035Z
,,,Denver,M,Online,2016-01-28T23:38:45.655Z
,,,Austin,M,In store,2016-04-12T23:24:11.636Z
,,,Seattle,F,Online,2015-02-12T05:29:39.381Z
,,,Seattle,F,Online,2016-04-01T02:44:11.887Z
,,,Denver,F,In store,2017-08-10T12:09:57.367Z
,,,London,F,In store,2017-12-26T11:49:16.127Z
,,,Austin,F,Phone,2015-01-23T14:32:43.666Z
,,,Denver,M,In store,2017-12-16T08:51:04.481Z
,,,London,M,In store,2014-01-13T21:36:21.025Z
,,,Seattle,M,In store,2017-10-09T21:30:20.807Z
,,,Denver,M,Online,2014-03-18T04:18:48.649Z
,,,Denver,F,Online,2015-09-03T03:22:32.286Z
,,,Seattle,M,In store,2013-08-04T09:02:20.394Z
,,,Denver,F,Online,2017-08-24T10:02:44.953Z
,,,Austin,M,In store,2016-04-26T13:22:28.066Z
,,,Denver,F,In store,2013-02-14T22:26:32.922Z
,,,London,M,In store,2016-02-15T22:15:41.621Z
,,,New York,M,In store,2015-02-16T16:49:52.496Z
,,,Seattle,F,In store,2015-10-04T05:24:14.371Z
,,,Denver,M,Online,2017-01-18T07:50:31.996Z
,,,London,F,In store,2013-05-18T15:45:14.786Z
,,,Seattle,M,In store,2013-06-13T10:37:03.154Z
,,,Denver,F,Online,2016-03-27T01:22:40.964Z
,,,New York,F,In store,2015-01-09T07:00:03.494Z
,,,Denver,M,In store,2015-06-28T22:05:25.836Z
,,,Seattle,F,In store,2017-12-15T10:10:51.026Z
,,,San Diego,F,In store,2015-07-19T14:59:35.125Z
,,,Denver,M,Online,2017-10-31T16:16:32.578Z
,,,New York,M,In store,2014-05-21T11:48:07.699Z
,,,Denver,F,Phone,2016-10-01T02:33:49.972Z
,,,Denver,F,In store,2014-03-24T15:29:36.820Z
,,,New York,F,In store,2013-05-19T17:50:37.787Z
,,,London,M,In store,2013-01-23T11:03:57.368Z
,,,Seattle,M,Online,2015-02-20T22:52:56.083Z
,,,Seattle,M,In store,2013-05-03T08:15:28.576Z
,,,Seattle,F,Phone,2014-11-24T07:39:36.167Z
,,,Austin,M,Phone,2015-04-20T17:45:57.994Z
,,,Denver,M,In store,2014-10-25T11:55:28.705Z
,,,Denver,M,In store,2013-05-20T12:35:23.421Z
,,,Seattle,M,Phone,2016-11-23T19:45:12.853Z
,,,Seattle,M,Online,2017-01-19T22:50:03.139Z
,,,London,F,Online,2016-08-18T04:29:36.847Z
,,,Denver,M,Online,2013-02-10T15:10:47.088Z
,,,Denver,F,Phone,2016-10-02T16:44:07.426Z
,,,New York,M,Online,2017-06-06T23:24:39.206Z
,,,Seattle,F,Online,2017-07-20T12:18:52.198Z
,,,San Diego,F,In store,2016-12-07T23:32:47.311Z
,,,Denver,F,Phone,2015-08-26T20:16:35.343Z
,,,Austin,M,Online,2015-04-15T08:25:50.980Z
,,,Denver,M,In store,2015-07-08T10:08:26.521Z
,,,Denver,M,In store,2013-06-08T09:44:31.972Z
,,,Seattle,M,In store,2016-04-18T19:23:18.639Z
,,,Seattle,F,In store,2016-05-23T01:07:23.685Z
,,,Denver,M,Online,2014-11-26T04:08:32.082Z
,,,San Diego,M,In store,2015-10-31T20:43:07.353Z
,,,San Diego,F,In store,2016-09-23T14:30:40.992Z
,,,Denver,F,Phone,2016-03-03T13:23:10.489Z
,,,Seattle,F,Online,2016-01-17T21:29:01.705Z
,,,Denver,M,Online,2015-05-20T19:38:23.205Z
,,,London,F,Online,2015-12-29T05:32:54.181Z
,,,London,F,Online,2013-07-22T18:26:19.901Z
,,,Austin,M,In store,2017-09-17T16:14:29.040Z
,,,Seattle,M,Online,2017-07-03T19:01:09.223Z
,,,Seattle,M,In store,2017-06-16T21:36:43.864Z
,,,Denver,M,In store,2016-11-06T03:12:26.654Z
,,,Denver,M,In store,2016-07-05T18:34:08.379Z
,,,Denver,F,In store,2013-02-15T11:51:25.126Z
,,,London,F,Online,2016-07-19T07:08:57.460Z
,,,Austin,M,In store,2013-11-19T06:37:21.102Z
,,,Seattle,F,Online,2013-02-10T02:53:32.285Z
,,,New York,F,Phone,2017-11-02T11:58:14.334Z
,,,Denver,M,Online,2014-01-10T09:02:29.429Z
,,,Denver,F,In store,2016-01-18T00:58:07.517Z
,,,Denver,M,In store,2015-02-24T07:21:23.205Z
,,,London,M,Phone,2017-04-08T17:21:40.021Z
,,,Denver,F,In store,2017-03-23T19:34:58.470Z
,,,Austin,M,In store,2015-12-30T21:13:57.978Z
,,,Austin,M,In store,2016-11-26T08:10:09.836Z
,,,Denver,M,Online,2014-09-02T21:28:53.834Z
,,,Austin,F,In store,2016-05-25T05:36:16.540Z
,,,Seattle,M,In store,2013-05-04T19:35:05.168Z
,,,London,F,In store,2015-02-03T07:21:49.396Z
,,,Denver,M,Online,2017-06-24T13:26:41.373Z
,,,Austin,M,Online,2013-04-08T10:53:43.308Z
,,,Austin,F,Online,2016-07-12T05:22:40.171Z
,,,Denver,M,Online,2017-12-06T22:05:45.746Z
,,,Denver,M,In store,2014-06-24T06:20:02.313Z
,,,London,M,Online,2017-11-27T17:03:50.946Z
,,,Austin,F,In store,2016-03-21T14:16:37.036Z
,,,New York,M,In store,2013-09-24T12:06:38.445Z
,,,London,F,In store,2013-08-09T17:32:49.806Z
,,,Austin,F,In store,2016-01-08T07:17:16.322Z
,,,New York,M,In store,2017-08-18T23:15:39.009Z
,,,Seattle,M,In store,2015-02-07T06:05:58.504Z
,,,Austin,F,In store,2013-07-25T08:45:36.267Z
,,,London,F,Online,2013-07-14T21:59:30.437Z
,,,Denver,M,In store,2017-06-30T08:07:09.233Z
,,,Seattle,F,In store,2014-12-16T17:33:21.379Z
,,,Austin,F,In store,2015-03-10T05:14:11.122Z
,,,New York,M,In store,2016-06-16T05:49:30.450Z
,,,Seattle,M,Phone,2016-04-12T05:28:24.705Z
,,,Seattle,M,In store,2013-10-11T23:35:45.406Z
,,,Seattle,M,In store,2013-10-07T05:07:20.600Z
,,,New York,F,In store,2014-06-07T02:10:37.070Z
,,,London,M,In store,2017-10-24T22:08:24.063Z
,,,Seattle,M,In store,2013-11-15T21:09:57.525Z
,,,Seattle,M,In store,2016-08-03T01:05:16.801Z
,,,London,M,Phone,2017-04-20T13:31:00.078Z
,,,New York,M,Online,2015-08-29T16:44:31.424Z
,,,Austin,M,In store,2013-04-13T09:27:00.557Z
,,,Seattle,F,In store,2016-07-05T23:52:42.466Z
,,,London,M,Online,2014-02-03T15:35:40.195Z
,,,San Diego,M,In store,2015-09-30T16:33:32.878Z
,,,London,F,Online,2017-11-12T11:12:42.252Z
,,,Seattle,M,Online,2015-01-25T22:21:15.546Z
,,,London,F,In store,2017-10-22T02:06:37.614Z
,,,Austin,F,In store,2017-05-01T13:24:37.948Z
,,,Denver,F,Online,2014-08-06T19:51:04.382Z
,,,New York,F,Online,2013-05-12T22:29:30.679Z
,,,Seattle,F,In store,2016-03-17T12:17:09.634Z
,,,Denver,F,In store,2016-09-11T11:58:31.882Z
,,,Denver,F,Phone,2016-02-11T11:45:57.387Z
,,,Seattle,F,Phone,2017-11-12T17:25:56.362Z
,,,London,M,In store,2016-03-19T09:34:50.256Z
,,,Denver,M,In store,2015-06-01T19:26:53.587Z
,,,New York,F,In store,2017-02-12T09:57:26.399Z
,,,Denver,F,In store,2013-01-30T08:16:22.252Z
,,,London,F,In store,2016-07-27T09:59:01.690Z
,,,Denver,F,Online,2015-08-17T06:48:23.245Z
,,,Denver,M,Online,2014-11-17T12:22:16.472Z
,,,London,F,Online,2013-07-25T13:13:21.784Z
,,,Denver,F,Online,2015-01-28T20:36:06.762Z
,,,Denver,M,In store,2015-12-14T13:12:33.669Z
,,,Austin,F,Online,2015-02-20T12:08:31.560Z
,,,London,M,Online,2017-04-18T08:08:12.712Z
,,,Seattle,F,Online,2016-09-01T09:34:12.040Z
,,,San Diego,F,In store,2015-11-17T03:00:25.755Z
,,,Denver,M,Phone,2013-05-10T04:44:55.364Z
,,,London,F,In store,2013-03-16T01:47:38.479Z
,,,Seattle,M,In store,2016-06-11T14:05:07.770Z
,,,Denver,F,In store,2017-07-13T04:29:43.752Z
,,,Denver,M,In store,2014-04-28T17:31:39.010Z
,,,Denver,F,In store,2016-11-30T02:43:18.326Z
,,,Denver,M,In store,2014-06-04T21:03:37.778Z
,,,Denver,M,In store,2016-04-22T01:23:36.998Z
,,,London,F,Online,2013-12-09T02:47:20.345Z
,,,Denver,M,Online,2013-07-25T07:44:40.466Z
,,,Austin,M,Phone,2014-11-10T08:08:35.529Z
,,,Denver,F,Phone,2016-12-09T02:25:49.120Z
,,,Seattle,M,Phone,2013-12-11T04:38:02.460Z
,,,Austin,M,Online,2017-10-21T17:20:59.448Z
,,,Seattle,F,Online,2017-06-24T02:10:56.643Z
,,,Seattle,M,In store,2014-03-07T12:29:13.940Z
,,,Austin,F,In store,2013-09-03T08:26:34.307Z
,,,Denver,F,In store,2015-09-09T16:16:15.213Z
,,,New York,M,Phone,2016-10-27T10:24:22.161Z
,,,London,F,In store,2017-05-19T01:17:44.764Z
,,,Denver,F,In store,2015-06-02T04:13:56.275Z
,,,Austin,M,Online,2017-12-19T03:05:22.809Z
,,,London,F,Online,2016-05-22T08:55:12.650Z
,,,Austin,F,Online,2017-06-07T08:02:08.789Z
,,,Seattle,F,In store,2015-08-01T13:25:54.602Z
,,,Austin,F,Online,2016-03-20T09:00:42.440Z
,,,Austin,F,Online,2016-02-16T10:02:32.050Z
,,,London,F,In store,2016-11-29T03:55:05.764Z
,,,Denver,M,In store,2014-11-04T23:24:05.448Z
,,,London,M,In store,2017-08-03T00:07:18.582Z
,,,Denver,F,Online,2016-06-09T06:32:03.249Z
,,,London,M,Online,2017-12-24T22:44:26.039Z
,,,Austin,M,In store,2014-06-04T00:03:41.348Z
,,,San Diego,F,Online,2013-08-23T01:44:55.167Z
,,,Denver,M,Online,2017-10-24T14:29:49.100Z
,,,London,M,In store,2017-04-05T06:56:04.986Z
,,,San Diego,F,Phone,2015-02-06T03:50:55.637Z
,,,Austin,F,In store,2015-07-23T22:25:06.296Z
,,,Denver,F,Online,2013-12-09T19:53:01.097Z
,,,Denver,M,Online,2016-02-03T07:31:50.140Z
,,,London,F,Phone,2017-01-26T18:16:50.210Z
,,,Denver,F,In store,2013-06-04T08:14:02.952Z
,,,Denver,M,In store,2016-11-27T23:04:17.215Z
,,,New York,M,Online,2016-03-26T04:50:30.919Z
,,,Seattle,F,In store,2013-06-25T01:37:38.062Z
,,,Denver,F,Online,2017-02-09T00:38:16.438Z
,,,London,F,Online,2015-10-23T03:15:43.880Z
,,,Seattle,M,Phone,2016-07-15T06:39:19.796Z
,,,Denver,M,In store,2016-09-01T02:35:04.656Z
,,,Denver,M,In store,2013-07-26T19:04:06.075Z
,,,San Diego,F,In store,2014-10-08T20:40:57.225Z
,,,New York,M,Online,2015-04-10T00:50:23.190Z
,,,Seattle,M,In store,2015-03-03T12:09:08.845Z
,,,Denver,F,In store,2014-08-28T16:36:25.431Z
,,,London,M,In store,2017-12-13T08:12:42.240Z
,,,San Diego,F,Online,2015-01-04T20:02:37.539Z
,,,Denver,F,In store,2015-03-20T11:59:50.565Z
,,,Seattle,M,Online,2013-08-03T21:36:44.080Z
,,,San Diego,F,In store,2014-05-19T09:52:28.452Z
,,,Denver,F,In store,2013-06-29T22:36:35.294Z
,,,Denver,F,Online,2016-07-12T10:02:39.942Z
,,,London,M,Online,2013-11-09T07:34:05.579Z
,,,London,F,In store,2013-12-20T08:03:05.168Z
,,,Seattle,F,In store,2017-11-09T09:56:08.578Z
,,,New York,M,In store,2015-11-20T15:30:13.813Z
,,,London,F,In store,2015-01-02T23:35:38.251Z
